Gender,Age,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Response
Male,45,1,1-2 Year,No,24121.0,0
Male,29,1,< 1 Year,No,24107.0,0
Male,41,0,1-2 Year,Yes,2630.0,0
Male,48,0,1-2 Year,Yes,25528.0,0
Female,26,1,< 1 Year,No,38376.0,0
Male,24,1,< 1 Year,No,2630.0,0
Male,43,0,> 2 Years,Yes,51545.0,1
Male,53,0,1-2 Year,Yes,29873.0,0
Female,21,0,< 1 Year,Yes,30075.0,0
Male,52,1,1-2 Year,No,2630.0,0
Female,21,0,< 1 Year,Yes,34297.0,0
Female,22,1,< 1 Year,No,34063.0,0
Male,41,1,1-2 Year,No,26466.0,0
Female,25,1,< 1 Year,No,25117.0,0
Male,25,1,< 1 Year,No,31181.0,0
Male,69,1,1-2 Year,No,49773.0,0
Male,58,0,1-2 Year,Yes,47892.0,0
Male,25,1,< 1 Year,No,36015.0,0
Female,43,0,1-2 Year,Yes,41865.0,0
Female,36,0,1-2 Year,Yes,34156.0,0
Female,28,0,< 1 Year,Yes,22872.0,1
Female,25,1,< 1 Year,No,35232.0,0
Female,43,0,1-2 Year,Yes,36202.0,0
Male,59,1,1-2 Year,No,47415.0,0
Male,49,0,> 2 Years,Yes,48024.0,1
Male,74,1,1-2 Year,No,41703.0,0
Male,68,0,1-2 Year,Yes,27861.0,0
Female,29,0,< 1 Year,No,36210.0,0
Male,44,0,> 2 Years,Yes,59589.0,1
Female,34,0,1-2 Year,Yes,35660.0,0
Female,31,0,1-2 Year,Yes,36542.0,1
Female,25,1,< 1 Year,No,29535.0,0
Female,38,0,1-2 Year,Yes,25552.0,1
Male,25,1,< 1 Year,No,40592.0,0
Male,27,0,1-2 Year,Yes,2630.0,0
Female,24,0,< 1 Year,Yes,31931.0,0
Male,20,0,< 1 Year,Yes,38125.0,0
Male,32,0,1-2 Year,No,31452.0,0
Female,23,1,< 1 Year,No,34985.0,0
Male,63,0,1-2 Year,Yes,2630.0,1
Female,73,1,1-2 Year,No,30153.0,0
Female,78,0,1-2 Year,Yes,30853.0,1
Female,24,1,< 1 Year,No,39201.0,0
Male,24,1,< 1 Year,No,32216.0,0
Male,40,0,1-2 Year,Yes,59487.0,0
Female,28,1,< 1 Year,No,19010.0,0
Male,51,1,1-2 Year,No,32492.0,0
Female,23,1,< 1 Year,No,21461.0,0
Male,20,1,< 1 Year,No,21043.0,0
Female,30,1,< 1 Year,No,2630.0,0
Male,21,1,< 1 Year,Yes,38201.0,0
Female,28,1,< 1 Year,No,37410.0,0
Male,24,0,< 1 Year,Yes,31837.0,0
Female,21,1,< 1 Year,No,22069.0,0
Male,22,0,1-2 Year,Yes,36684.0,0
Male,53,0,> 2 Years,Yes,33138.0,0
Female,31,1,< 1 Year,No,50749.0,0
Male,21,1,< 1 Year,No,31798.0,0
Female,46,0,1-2 Year,Yes,54570.0,1
Male,22,1,< 1 Year,No,34426.0,0
Male,35,1,1-2 Year,No,27197.0,0
Female,64,0,> 2 Years,Yes,33739.0,0
Female,39,0,1-2 Year,Yes,49864.0,1
Male,32,1,< 1 Year,No,22761.0,0
Female,44,1,1-2 Year,No,2630.0,0
Male,75,1,1-2 Year,Yes,52234.0,0
Female,25,1,< 1 Year,No,32943.0,0
Male,23,0,< 1 Year,Yes,28247.0,1
Male,41,1,1-2 Year,No,36452.0,0
Male,41,0,1-2 Year,Yes,29625.0,0
Male,44,0,1-2 Year,Yes,32635.0,0
Female,29,0,< 1 Year,No,2630.0,0
Male,32,0,< 1 Year,Yes,28489.0,0
Female,26,1,< 1 Year,No,45285.0,0
Male,74,1,1-2 Year,Yes,2630.0,0
Male,31,1,< 1 Year,No,36956.0,0
Male,21,0,< 1 Year,Yes,2630.0,0
Female,26,1,< 1 Year,No,2630.0,0
Female,30,0,< 1 Year,Yes,25971.0,0
Female,23,0,< 1 Year,Yes,22529.0,0
Female,22,1,< 1 Year,No,31478.0,0
Female,42,0,> 2 Years,Yes,51820.0,0
Female,27,1,< 1 Year,No,26987.0,0
Male,23,1,< 1 Year,No,25664.0,0
Female,31,1,1-2 Year,No,31202.0,0
Female,46,0,1-2 Year,Yes,33724.0,1
Male,45,0,1-2 Year,No,2630.0,0
Female,46,0,1-2 Year,Yes,2630.0,1
Male,38,0,1-2 Year,Yes,2630.0,1
Male,29,0,> 2 Years,Yes,49113.0,0
Male,45,1,1-2 Year,No,2630.0,0
Male,24,1,< 1 Year,No,17343.0,0
Female,27,1,< 1 Year,No,24728.0,0
Male,50,0,1-2 Year,Yes,2630.0,0
Male,29,1,< 1 Year,No,26754.0,0
Female,51,0,1-2 Year,Yes,2630.0,0
Male,70,0,1-2 Year,No,2630.0,0
Male,22,0,< 1 Year,Yes,39596.0,0
Male,41,0,1-2 Year,Yes,29774.0,0
Male,47,0,> 2 Years,Yes,2630.0,1
Male,27,1,< 1 Year,No,43557.0,0
Male,21,0,1-2 Year,Yes,37025.0,0
Female,26,1,< 1 Year,No,2630.0,0
Female,21,0,< 1 Year,Yes,41320.0,0
Male,58,0,1-2 Year,Yes,31231.0,1
Female,75,0,1-2 Year,No,54892.0,0
Female,45,0,1-2 Year,Yes,31146.0,1
Female,23,1,< 1 Year,No,28497.0,0
Male,51,0,1-2 Year,Yes,34737.0,1
Male,52,1,1-2 Year,Yes,26248.0,0
Female,27,1,< 1 Year,No,2630.0,0
Male,77,1,1-2 Year,No,36784.0,0
Male,22,1,< 1 Year,No,28804.0,0
Female,25,1,< 1 Year,No,38457.0,0
Female,41,1,1-2 Year,No,33857.0,0
Female,24,1,< 1 Year,No,27039.0,0
Male,52,1,1-2 Year,No,52453.0,0
Female,58,0,1-2 Year,Yes,42095.0,0
Male,32,0,1-2 Year,Yes,17612.0,1
Female,35,0,1-2 Year,Yes,35708.0,0
Male,30,1,< 1 Year,No,33576.0,0
Female,72,1,1-2 Year,No,48237.0,0
Female,48,0,1-2 Year,Yes,33224.0,0
Male,43,0,1-2 Year,Yes,37697.0,0
Female,24,0,< 1 Year,Yes,2630.0,0
Female,24,1,< 1 Year,No,28738.0,0
Female,21,0,< 1 Year,Yes,46341.0,0
Female,24,1,< 1 Year,No,34081.0,0
Male,59,0,1-2 Year,Yes,41422.0,0
Male,67,1,1-2 Year,No,38243.0,0
Female,47,0,1-2 Year,No,54668.0,0
Male,36,1,1-2 Year,No,2630.0,0
Female,25,1,< 1 Year,No,17330.0,0
Female,23,1,< 1 Year,No,37831.0,0
Female,22,0,< 1 Year,Yes,2630.0,0
Male,35,0,1-2 Year,Yes,29829.0,1
Female,57,0,1-2 Year,Yes,35411.0,0
Female,56,0,1-2 Year,Yes,39162.0,0
Male,58,0,1-2 Year,Yes,37787.0,0
Male,26,1,< 1 Year,No,46477.0,0
Female,28,1,< 1 Year,No,31057.0,0
Male,50,0,1-2 Year,Yes,2630.0,1
Male,20,1,< 1 Year,No,28457.0,0
Male,30,1,< 1 Year,No,23908.0,0
Male,39,0,1-2 Year,Yes,32556.0,1
Female,28,0,< 1 Year,Yes,34068.0,0
Female,24,0,1-2 Year,Yes,45032.0,0
Male,29,1,< 1 Year,No,28952.0,0
Female,26,1,< 1 Year,No,41282.0,0
Male,24,0,< 1 Year,Yes,36088.0,0
Female,29,0,< 1 Year,No,2630.0,0
Female,27,0,1-2 Year,Yes,47429.0,0
Female,25,0,< 1 Year,No,34102.0,0
Male,27,1,< 1 Year,No,40125.0,0
Male,23,1,< 1 Year,No,35895.0,0
Male,25,1,< 1 Year,No,26028.0,0
Male,54,0,1-2 Year,Yes,23824.0,0
Female,23,1,< 1 Year,No,38823.0,0
Male,30,0,< 1 Year,Yes,27933.0,0
Male,77,0,> 2 Years,Yes,43248.0,0
Male,67,1,1-2 Year,No,47264.0,0
Female,75,0,1-2 Year,Yes,32933.0,0
Male,24,0,< 1 Year,Yes,29830.0,0
Male,46,0,1-2 Year,Yes,2630.0,0
Male,52,0,1-2 Year,Yes,37798.0,0
Female,32,0,1-2 Year,No,2630.0,0
Female,67,0,1-2 Year,Yes,2630.0,0
Female,34,0,1-2 Year,Yes,21239.0,1
Male,24,0,< 1 Year,Yes,2630.0,0
Male,37,0,1-2 Year,No,43061.0,0
Female,49,0,1-2 Year,Yes,38069.0,0
Female,41,1,1-2 Year,No,21800.0,0
Male,74,0,1-2 Year,Yes,36104.0,1
Male,72,0,1-2 Year,Yes,2630.0,1
Female,49,0,> 2 Years,Yes,31401.0,0
Male,71,1,1-2 Year,No,35413.0,0
Female,52,0,1-2 Year,Yes,45118.0,1
Female,45,0,1-2 Year,Yes,29798.0,1
Female,39,0,1-2 Year,Yes,42443.0,0
Female,25,1,< 1 Year,No,21834.0,0
Female,25,1,< 1 Year,No,31078.0,0
Female,49,0,1-2 Year,Yes,32095.0,1
Female,22,0,< 1 Year,No,29241.0,0
Male,58,0,1-2 Year,Yes,44834.0,0
Male,39,0,1-2 Year,Yes,43310.0,1
Male,37,0,1-2 Year,Yes,36911.0,1
Female,43,0,1-2 Year,Yes,38264.0,0
Male,30,0,1-2 Year,Yes,2630.0,0
Male,49,0,1-2 Year,Yes,36089.0,0
Male,40,0,1-2 Year,Yes,35231.0,1
Male,43,0,1-2 Year,Yes,30662.0,1
Female,39,0,1-2 Year,Yes,37297.0,0
Female,23,0,< 1 Year,Yes,53365.0,0
Female,50,0,1-2 Year,Yes,55506.0,0
Female,30,1,< 1 Year,No,32367.0,0
Female,22,0,< 1 Year,Yes,26802.0,0
Female,27,1,< 1 Year,No,23576.0,0
Female,38,0,1-2 Year,Yes,29551.0,0
Female,54,0,1-2 Year,Yes,2630.0,0
Male,22,1,< 1 Year,Yes,26936.0,0
Male,24,1,< 1 Year,No,41639.0,0
Male,48,0,1-2 Year,Yes,30631.0,0
Female,28,1,< 1 Year,No,2630.0,0
Female,22,1,< 1 Year,No,35186.0,0
Male,30,1,< 1 Year,No,2630.0,0
Male,41,0,1-2 Year,Yes,33990.0,1
Female,51,1,1-2 Year,No,27521.0,0
Female,24,1,< 1 Year,No,58527.0,0
Female,47,0,1-2 Year,Yes,34167.0,1
Female,28,1,< 1 Year,No,36871.0,0
Female,26,1,< 1 Year,No,32151.0,0
Female,27,1,< 1 Year,No,2630.0,0
Female,26,1,< 1 Year,No,30309.0,0
Male,24,1,< 1 Year,No,36675.0,0
Male,36,0,1-2 Year,Yes,2630.0,1
Female,43,1,1-2 Year,No,58116.0,0
Female,39,1,1-2 Year,No,43803.0,0
Female,36,1,1-2 Year,Yes,35251.0,0
Female,72,0,1-2 Year,Yes,42043.0,0
Female,37,0,1-2 Year,Yes,30335.0,1
Male,22,1,< 1 Year,Yes,2630.0,0
Female,50,1,1-2 Year,No,37531.0,0
Female,29,1,< 1 Year,No,32770.0,0
Male,22,1,< 1 Year,No,29959.0,0
Female,26,0,< 1 Year,Yes,28489.0,0
Female,25,1,< 1 Year,No,32481.0,0
Male,46,0,1-2 Year,No,49269.0,0
Female,22,0,< 1 Year,Yes,27229.0,0
Male,67,0,1-2 Year,Yes,54250.0,0
Male,63,0,1-2 Year,Yes,28186.0,0
Male,45,1,1-2 Year,No,27777.0,0
Male,60,1,1-2 Year,Yes,46212.0,0
Male,23,0,< 1 Year,Yes,28289.0,0
Female,25,1,< 1 Year,No,33362.0,0
Male,22,0,1-2 Year,No,2630.0,0
Male,46,0,1-2 Year,Yes,24153.0,1
Female,26,1,< 1 Year,No,30506.0,0
Male,51,1,1-2 Year,No,32922.0,0
Female,37,0,1-2 Year,Yes,2630.0,0
Male,33,0,< 1 Year,Yes,28281.0,1
Male,67,0,1-2 Year,Yes,34438.0,0
Female,30,0,< 1 Year,Yes,23016.0,0
Male,38,0,1-2 Year,Yes,35162.0,1
Female,54,0,1-2 Year,Yes,30784.0,1
Male,52,0,1-2 Year,Yes,33454.0,0
Female,46,0,1-2 Year,Yes,43144.0,0
Male,25,1,< 1 Year,No,35299.0,0
Male,64,1,1-2 Year,No,40543.0,0
Female,38,0,1-2 Year,Yes,30459.0,1
Male,53,0,1-2 Year,Yes,44546.0,1
Male,54,0,1-2 Year,Yes,28256.0,0
Female,39,0,1-2 Year,Yes,45387.0,1
Female,41,0,1-2 Year,Yes,24434.0,1
Male,72,0,1-2 Year,Yes,29348.0,0
Male,47,0,1-2 Year,Yes,37060.0,0
Female,39,0,1-2 Year,No,43859.0,0
Female,26,1,< 1 Year,No,2630.0,0
Male,40,0,> 2 Years,Yes,33171.0,0
Female,44,1,1-2 Year,No,39406.0,0
Female,21,0,< 1 Year,Yes,27757.0,0
Male,21,0,< 1 Year,Yes,38215.0,0
Male,22,1,< 1 Year,No,37745.0,0
Female,25,0,< 1 Year,No,41191.0,0
Male,60,1,1-2 Year,No,28256.0,0
Male,59,0,1-2 Year,Yes,2630.0,0
Female,34,1,1-2 Year,No,31448.0,0
Male,39,0,1-2 Year,Yes,2630.0,0
Female,23,1,< 1 Year,No,30784.0,0
Female,25,1,< 1 Year,No,54479.0,0
Male,23,1,< 1 Year,No,25840.0,0
Female,24,0,< 1 Year,Yes,43790.0,0
Female,28,0,< 1 Year,Yes,24885.0,0
Male,23,0,< 1 Year,Yes,2630.0,0
Male,25,1,< 1 Year,No,38358.0,0
Male,22,1,< 1 Year,No,28674.0,0
Female,35,0,1-2 Year,Yes,2630.0,0
Male,21,1,< 1 Year,No,32794.0,0
Female,28,0,< 1 Year,Yes,32774.0,0
Male,30,1,< 1 Year,No,40843.0,0
Male,32,0,1-2 Year,Yes,2630.0,0
Male,49,1,1-2 Year,No,35294.0,0
Male,29,1,< 1 Year,No,2630.0,0
Male,53,0,1-2 Year,Yes,2630.0,0
Female,24,0,< 1 Year,No,20853.0,0
Female,35,0,> 2 Years,Yes,2630.0,1
Male,30,0,1-2 Year,Yes,2630.0,1
Male,60,0,1-2 Year,Yes,44310.0,0
Female,27,0,< 1 Year,No,47239.0,0
Female,42,0,1-2 Year,Yes,2630.0,1
Female,23,1,< 1 Year,No,34434.0,0
Female,25,1,< 1 Year,No,33498.0,0
Male,24,1,< 1 Year,No,24007.0,0
Male,56,0,1-2 Year,Yes,35133.0,1
Male,66,0,1-2 Year,Yes,31126.0,0
Female,78,0,1-2 Year,Yes,42961.0,0
Female,44,0,1-2 Year,Yes,37562.0,1
Male,51,0,1-2 Year,Yes,31955.0,1
Female,30,0,1-2 Year,No,2630.0,0
Male,43,0,1-2 Year,Yes,31551.0,1
Female,26,1,< 1 Year,No,32422.0,0
Male,42,0,1-2 Year,Yes,2630.0,0
Female,62,0,1-2 Year,Yes,25582.0,1
Male,46,0,1-2 Year,Yes,2630.0,1
Female,48,1,1-2 Year,No,32004.0,0
Male,59,1,1-2 Year,No,27025.0,0
Male,21,0,< 1 Year,Yes,34440.0,0
Male,55,0,1-2 Year,Yes,42296.0,1
Female,28,1,< 1 Year,No,31583.0,0
Male,40,0,1-2 Year,Yes,39505.0,0
Female,21,1,< 1 Year,No,41492.0,0
Female,32,1,< 1 Year,No,24689.0,0
Female,25,1,< 1 Year,No,26356.0,0
Male,29,0,< 1 Year,Yes,28814.0,0
Male,22,0,< 1 Year,Yes,30553.0,0
Female,28,1,< 1 Year,No,32737.0,0
Female,22,1,< 1 Year,Yes,31645.0,0
Male,53,0,1-2 Year,Yes,37192.0,0
Female,23,1,< 1 Year,No,31495.0,0
Male,21,0,< 1 Year,Yes,32143.0,0
Female,42,0,1-2 Year,Yes,30450.0,0
Male,52,0,1-2 Year,Yes,30084.0,0
Male,31,1,< 1 Year,No,28034.0,0
Male,60,0,1-2 Year,Yes,36168.0,0
Female,39,1,1-2 Year,No,27915.0,0
Male,21,1,< 1 Year,No,27278.0,0
Female,22,0,< 1 Year,No,25199.0,0
Female,32,1,< 1 Year,No,18286.0,0
Male,47,0,1-2 Year,No,32942.0,1
Male,23,0,< 1 Year,Yes,36362.0,0
Female,43,1,1-2 Year,No,31021.0,0
Male,37,0,1-2 Year,Yes,2630.0,1
Male,40,0,1-2 Year,Yes,38156.0,1
Male,53,0,1-2 Year,Yes,2630.0,1
Male,22,1,< 1 Year,No,39340.0,0
Male,41,0,1-2 Year,Yes,23024.0,1
Female,32,0,< 1 Year,Yes,2630.0,1
Male,64,0,> 2 Years,Yes,59669.0,1
Female,75,1,1-2 Year,No,49914.0,0
Male,46,0,1-2 Year,Yes,43307.0,1
Female,31,0,1-2 Year,Yes,28848.0,0
Male,49,0,1-2 Year,Yes,42995.0,0
Male,58,0,1-2 Year,Yes,46065.0,0
Female,23,1,< 1 Year,No,38359.0,0
Female,25,1,< 1 Year,No,2630.0,0
Male,25,1,< 1 Year,No,59965.0,0
Female,23,1,< 1 Year,No,30995.0,0
Female,23,1,< 1 Year,No,39859.0,0
Male,56,1,1-2 Year,No,26000.0,0
Female,28,0,< 1 Year,Yes,26336.0,0
Female,20,1,< 1 Year,No,2630.0,0
Female,24,1,< 1 Year,No,43332.0,0
Female,29,1,< 1 Year,No,43757.0,0
Female,74,1,1-2 Year,No,42040.0,0
Female,24,0,< 1 Year,No,28474.0,0
Female,27,0,1-2 Year,Yes,33125.0,0
Male,48,0,1-2 Year,Yes,34698.0,1
Female,21,1,< 1 Year,No,35578.0,0
Female,22,1,< 1 Year,No,39429.0,0
Female,25,1,< 1 Year,No,60010.0,0
Male,24,1,< 1 Year,No,27404.0,0
Female,25,1,< 1 Year,No,33738.0,0
Female,49,0,1-2 Year,Yes,42377.0,0
Female,50,0,1-2 Year,Yes,45334.0,1
Male,41,0,1-2 Year,Yes,32148.0,1
Male,27,1,< 1 Year,No,24551.0,0
Male,26,1,< 1 Year,No,35985.0,0
Female,33,1,1-2 Year,No,2630.0,0
Female,53,0,1-2 Year,No,57511.0,0
Female,23,1,< 1 Year,No,36421.0,0
Male,26,1,< 1 Year,No,26307.0,0
Male,52,1,1-2 Year,No,2630.0,0
Female,23,1,< 1 Year,No,28170.0,0
Female,46,0,1-2 Year,Yes,37866.0,0
Male,26,1,< 1 Year,No,42738.0,0
Female,32,0,< 1 Year,Yes,22830.0,0
Male,23,1,< 1 Year,No,27208.0,0
Male,61,0,1-2 Year,Yes,35067.0,0
Male,31,1,< 1 Year,No,2630.0,0
Male,40,1,1-2 Year,No,37457.0,0
Female,49,1,1-2 Year,No,40748.0,0
Male,26,1,< 1 Year,No,38948.0,0
Male,24,1,< 1 Year,No,23968.0,0
Female,23,1,< 1 Year,No,31271.0,0
Male,25,1,< 1 Year,No,33790.0,0
Male,68,1,1-2 Year,Yes,2630.0,0
Male,56,1,1-2 Year,No,36327.0,0
Female,25,1,< 1 Year,No,17999.0,0
Female,24,0,< 1 Year,No,39122.0,0
Female,46,0,1-2 Year,Yes,48393.0,1
Male,24,1,< 1 Year,No,35183.0,0
Female,36,1,1-2 Year,No,2630.0,0
Male,22,0,< 1 Year,Yes,61617.0,0
Female,42,0,1-2 Year,Yes,29734.0,1
Male,59,1,1-2 Year,No,29541.0,0
Female,23,1,< 1 Year,No,25342.0,0
Male,22,0,< 1 Year,Yes,23641.0,0
Female,36,0,1-2 Year,Yes,2630.0,0
Male,63,1,1-2 Year,No,2630.0,0
Male,27,1,< 1 Year,No,27845.0,0
Male,27,1,1-2 Year,Yes,2630.0,0
Female,28,0,1-2 Year,Yes,33749.0,1
Male,24,1,< 1 Year,No,32657.0,0
Female,22,1,< 1 Year,No,37357.0,0
Female,43,0,1-2 Year,Yes,2630.0,0
Female,47,0,1-2 Year,Yes,28401.0,0
Male,24,0,< 1 Year,Yes,38484.0,1
Male,21,0,< 1 Year,No,35125.0,0
Male,46,0,> 2 Years,Yes,44716.0,0
Male,48,0,1-2 Year,Yes,30085.0,1
Male,43,0,> 2 Years,Yes,27727.0,0
Male,25,0,< 1 Year,Yes,36034.0,1
Male,63,0,> 2 Years,Yes,37658.0,1
Male,22,1,< 1 Year,No,31616.0,0
Male,24,0,< 1 Year,Yes,25740.0,0
Female,39,1,1-2 Year,No,43649.0,0
Male,64,1,1-2 Year,No,21587.0,0
Female,26,1,< 1 Year,No,2630.0,0
Male,26,1,< 1 Year,No,31104.0,0
Female,34,1,1-2 Year,No,26600.0,0
Male,24,1,1-2 Year,No,2630.0,0
Male,44,0,1-2 Year,Yes,36457.0,0
Female,40,1,1-2 Year,No,34751.0,0
Male,47,0,1-2 Year,Yes,37327.0,1
Female,24,1,< 1 Year,No,36140.0,0
Female,35,0,1-2 Year,Yes,36645.0,0
Male,23,1,< 1 Year,No,47658.0,0
Male,23,0,< 1 Year,Yes,49654.0,0
Male,74,0,1-2 Year,Yes,38294.0,0
Female,22,1,< 1 Year,No,47329.0,0
Female,31,0,< 1 Year,No,2630.0,0
Female,22,1,< 1 Year,Yes,30173.0,0
Female,42,0,1-2 Year,Yes,28750.0,1
Male,26,1,< 1 Year,No,38139.0,0
Male,51,1,1-2 Year,No,51858.0,0
Male,34,0,1-2 Year,Yes,30239.0,1
Female,33,0,< 1 Year,Yes,2630.0,0
Female,61,1,1-2 Year,No,37060.0,0
Male,23,1,< 1 Year,No,28375.0,0
Male,25,0,< 1 Year,Yes,2630.0,1
Male,27,1,< 1 Year,No,47793.0,0
Male,31,1,< 1 Year,No,48424.0,0
Male,45,0,1-2 Year,Yes,56244.0,0
Male,25,1,< 1 Year,No,24167.0,0
Female,39,0,1-2 Year,Yes,29728.0,0
Male,33,1,< 1 Year,No,28752.0,0
Male,63,1,1-2 Year,No,32573.0,0
Female,26,0,< 1 Year,Yes,42983.0,0
Male,45,0,> 2 Years,Yes,35983.0,0
Male,44,0,1-2 Year,No,50361.0,0
Female,79,1,1-2 Year,No,2630.0,0
Male,28,0,< 1 Year,Yes,22148.0,0
Male,55,0,1-2 Year,Yes,2630.0,0
Female,30,1,1-2 Year,No,23521.0,0
Female,23,1,< 1 Year,No,23215.0,0
Female,39,0,1-2 Year,Yes,38628.0,1
Male,39,0,1-2 Year,Yes,2630.0,0
Male,26,1,< 1 Year,No,27734.0,0
Male,55,0,> 2 Years,Yes,2630.0,1
Female,24,0,< 1 Year,Yes,35659.0,0
Female,44,1,1-2 Year,No,51881.0,0
Male,23,0,< 1 Year,Yes,34490.0,0
Female,25,1,< 1 Year,No,50746.0,0
Male,40,0,1-2 Year,Yes,23807.0,1
Male,80,1,1-2 Year,No,2630.0,0
Male,36,0,1-2 Year,Yes,35700.0,1
Female,53,1,1-2 Year,No,2630.0,0
Female,27,1,< 1 Year,No,26336.0,0
Male,25,1,< 1 Year,No,36157.0,0
Male,33,0,1-2 Year,Yes,2630.0,0
Female,33,1,< 1 Year,No,53609.0,0
Male,54,0,1-2 Year,Yes,38136.0,0
Male,30,0,1-2 Year,Yes,33204.0,0
Male,42,1,1-2 Year,No,32631.0,0
Female,25,1,< 1 Year,No,40324.0,0
Male,24,0,1-2 Year,Yes,29529.0,0
Male,25,1,< 1 Year,No,38148.0,0
Male,31,0,1-2 Year,Yes,2630.0,0
Female,36,0,1-2 Year,Yes,23393.0,1
Male,55,1,1-2 Year,No,25874.0,0
Male,35,1,1-2 Year,No,2630.0,0
Male,72,0,1-2 Year,Yes,49020.0,0
Male,62,0,1-2 Year,Yes,32850.0,0
Male,60,0,> 2 Years,Yes,38620.0,0
Male,23,1,< 1 Year,No,2630.0,0
Male,40,0,1-2 Year,No,36324.0,0
Male,45,1,1-2 Year,No,35385.0,0
Female,23,0,< 1 Year,Yes,38221.0,0
Female,48,0,1-2 Year,Yes,45920.0,0
Female,21,0,< 1 Year,No,25934.0,0
Male,61,0,1-2 Year,Yes,31864.0,0
Female,53,0,> 2 Years,Yes,31749.0,1
Male,66,0,1-2 Year,Yes,48476.0,0
Female,32,1,< 1 Year,No,30367.0,0
Male,33,0,< 1 Year,No,34346.0,0
Female,27,1,< 1 Year,No,36797.0,0
Male,59,0,1-2 Year,Yes,58254.0,1
Female,24,1,< 1 Year,No,41523.0,0
Male,29,0,< 1 Year,Yes,50364.0,1
Female,69,1,1-2 Year,No,2630.0,0
Male,24,0,< 1 Year,Yes,42423.0,0
Male,42,0,1-2 Year,Yes,38651.0,0
Male,42,0,> 2 Years,Yes,32319.0,0
Male,39,0,1-2 Year,Yes,28674.0,0
Female,48,1,1-2 Year,No,40166.0,0
Male,21,0,< 1 Year,Yes,2630.0,0
Male,66,1,1-2 Year,No,53971.0,0
Male,39,0,1-2 Year,Yes,2630.0,0
Female,40,0,1-2 Year,Yes,43735.0,1
Female,43,1,1-2 Year,No,42554.0,0
Female,37,1,1-2 Year,No,52656.0,0
Male,58,0,1-2 Year,Yes,43803.0,1
Female,25,1,< 1 Year,No,22377.0,0
Male,29,0,< 1 Year,No,2630.0,0
Male,49,0,1-2 Year,Yes,2630.0,0
Female,31,1,< 1 Year,No,28920.0,0
Male,23,1,< 1 Year,No,39115.0,0
Male,49,1,1-2 Year,No,39323.0,0
Female,22,1,< 1 Year,No,31316.0,0
Female,40,0,1-2 Year,Yes,54236.0,0
Male,23,0,1-2 Year,Yes,2630.0,1
Female,51,0,1-2 Year,Yes,40841.0,1
Male,24,1,< 1 Year,No,46562.0,0
Male,73,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,41915.0,0
Female,43,0,1-2 Year,Yes,26038.0,0
Female,23,1,< 1 Year,No,21348.0,0
Male,53,0,1-2 Year,Yes,27251.0,0
Female,33,1,1-2 Year,No,2630.0,0
Female,27,1,< 1 Year,No,2630.0,0
Male,78,1,1-2 Year,No,45946.0,0
Female,26,1,< 1 Year,No,30192.0,0
Male,65,0,1-2 Year,Yes,41557.0,1
Male,58,1,1-2 Year,No,32056.0,0
Male,47,0,1-2 Year,Yes,39609.0,1
Female,54,1,1-2 Year,No,29709.0,0
Female,59,0,1-2 Year,Yes,40403.0,0
Male,29,0,< 1 Year,Yes,34085.0,1
Female,29,0,< 1 Year,Yes,2630.0,0
Female,55,0,1-2 Year,Yes,57488.0,1
Male,31,1,1-2 Year,No,30435.0,0
Female,38,0,1-2 Year,Yes,30408.0,0
Male,21,1,< 1 Year,Yes,29217.0,0
Female,21,0,< 1 Year,Yes,2630.0,0
Female,30,1,1-2 Year,No,39781.0,0
Male,23,1,< 1 Year,No,34734.0,0
Male,32,1,< 1 Year,No,22086.0,0
Male,49,0,1-2 Year,Yes,36978.0,1
Female,31,1,< 1 Year,No,26305.0,0
Female,65,0,1-2 Year,Yes,2630.0,0
Female,22,0,1-2 Year,Yes,25291.0,0
Female,39,0,1-2 Year,Yes,37872.0,0
Female,46,1,1-2 Year,No,44326.0,0
Female,24,1,< 1 Year,No,22700.0,0
Female,25,1,< 1 Year,No,29676.0,0
Male,57,1,1-2 Year,No,31778.0,0
Female,73,1,1-2 Year,No,31176.0,0
Male,37,1,1-2 Year,No,2630.0,0
Male,40,0,1-2 Year,Yes,20584.0,0
Male,48,0,1-2 Year,Yes,29119.0,0
Male,26,0,< 1 Year,No,29517.0,0
Male,32,0,< 1 Year,Yes,35493.0,1
Male,36,0,1-2 Year,Yes,41806.0,1
Male,30,0,< 1 Year,Yes,36240.0,1
Female,28,1,< 1 Year,No,24872.0,0
Female,26,0,< 1 Year,Yes,49605.0,0
Male,29,1,< 1 Year,No,21924.0,0
Female,52,0,1-2 Year,Yes,38775.0,0
Male,24,1,< 1 Year,No,34528.0,0
Male,44,1,1-2 Year,No,31604.0,0
Male,37,0,1-2 Year,Yes,26281.0,0
Male,38,0,1-2 Year,Yes,27193.0,1
Female,24,1,< 1 Year,No,43547.0,0
Female,64,1,1-2 Year,No,2630.0,0
Female,40,1,1-2 Year,No,22163.0,0
Male,44,0,1-2 Year,Yes,27886.0,0
Male,66,1,1-2 Year,No,31623.0,0
Female,50,0,1-2 Year,Yes,35325.0,0
Male,22,1,< 1 Year,No,58060.0,0
Female,23,1,< 1 Year,No,47716.0,0
Male,28,1,< 1 Year,No,27936.0,0
Male,47,0,1-2 Year,Yes,36091.0,0
